FREQ,FREQ_LABEL,REF_AREA,REF_AREA_LABEL,INDICATOR,INDICATOR_LABEL,UNIT_MEASURE,UNIT_MEASURE_LABEL,DATABASE_ID,DATABASE_ID_LABEL,UNIT_MULT,UNIT_MULT_LABEL,OBS_STATUS,OBS_STATUS_LABEL,OBS_CONF,OBS_CONF_LABEL,1991,1992,1993,1994,1995,1996,1997,1998,1999,2000,2001,2002,2003,2004,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,2025,2026,2027,2028,2029
A,Annual,AGO,Angola,IMF_FM_GGCBP_G01_PGDP_PT,Cyclically adjusted primary balance (% of potential GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,-6.83662229747421,2.30041229482492,5.08601951213395,6.10657145311738,0.0556038902423648,-15.4141657270263,-4.73587351128235,1.15436856573844,1.26122683916419,-2.85108915833145,-4.85802253321012,-7.39283541516456,0.687783795939822,-0.0591074475716356,-1.29919007790588,7.67226967460556,7.0234233360048,6.75716838464825,9.16896067848146,4.80493130529093,5.78482209441864,7.63303365964037,7.99315772687877,7.43482370876121,6.61661934290424,6.22147076329885,4.76258181434113
A,Annual,AGO,Angola,IMF_FM_GGCB_G01_PGDP_PT,Cyclically adjusted balance (% of potential GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,-8.47586216865247,0.297411110328326,3.2318046994611,4.52145751528943,-1.24311296717572,-17.8972558451912,-6.50890503245757,-0.160673662281013,0.0717665041429238,-3.98141203078609,-5.76246424300377,-8.54347049337075,-0.910335216089928,-2.56590355488558,-4.52039309887929,3.28478981135386,1.89249655426909,1.0689790026761,4.11684605689019,0.834756666015324,0.443705245799204,2.05429891836151,2.56181767201476,2.37118764183296,2.64131393160909,1.72640042461563,0.917623296883762
A,Annual,AGO,Angola,IMF_FM_GGR_G01_GDP_PT,Revenue (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,34.8817479869015,27.6292945720087,41.1278328457457,42.857654877956,37.4633388598662,28.6805555217915,29.7152735980841,30.9867205985794,33.6972465623172,40.026741362335,42.4404683663125,48.4308588845949,37.1096732412466,42.7893893099143,45.4830550202968,41.3400706866858,36.7457932279455,30.7364147934312,24.1338641047807,17.5229395246844,17.516465654641,22.8656987517698,21.1788188496912,21.3454955292631,23.3070042611422,23.2220619500297,20.0191096841727,20.8332524744533,20.1049838493865,19.3559812299894,18.4409369492514,17.906928133192,16.2982145107938
A,Annual,AGO,Angola,IMF_FM_GGXCNL_G01_GDP_PT,Net lending/borrowing (also referred as overall balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,-0.304461474334978,-6.70932493300169,-10.6446082226574,2.28932243798372,3.17646151334828,-2.54244692975119,-4.68463962709308,1.1835487509174,7.17049401042224,9.42279944104727,4.31192956347587,-4.23514950760716,-7.89737672018225,3.39489888519881,8.08120271634514,4.13119807190018,-0.303788881229643,-5.7203498475001,-2.91724082974892,-4.52020383918886,-6.58631724015378,2.28693780129201,0.775834964632044,-1.93123185672139,3.83042711670464,0.67537075368594,-0.101144362582418,2.72557305943721,3.14339308850886,2.56428474745888,2.56125012559275,1.46382552688393,0.566595424146477
A,Annual,AGO,Angola,IMF_FM_GGXONLB_G01_GDP_PT,Primary net lending/borrowing (also referred as primary balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,5.44765069682894,0.227086987644502,-3.2567680007798,6.72525331059593,7.24971194341818,-0.208215357313342,-3.25465916821669,3.10410854190309,8.67821812244135,10.689814355097,5.38374653543494,-2.3888507781458,-6.04817865171644,4.55745004467662,8.98253504069774,4.99242689930286,0.44729061585399,-4.67666892595396,-1.13613555228273,-1.6778331305954,-2.96335615900971,7.02364512551199,6.35631543432987,5.02912349489429,9.00172735118691,4.68664750739233,5.45575639058108,8.00822066055076,8.30288991609321,7.5407228589659,6.56760017691539,6.0685573280348,4.54090400512554
A,Annual,AGO,Angola,IMF_FM_G_XWDG_G01_GDP_PT,Gross debt (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,113.504583850516,73.7361750313216,57.9678396761483,47.7170673030952,33.4640418276883,18.728790332818,21.0434944537537,31.3782324297843,56.3022469473951,37.1628402491014,29.5577150179539,26.6905596769036,33.1491036379342,39.8098569145089,57.0930482241255,75.6626373150193,69.3228675763411,92.9950012109856,113.55417481024,138.708490932312,83.7339142428895,64.8403064788759,84.4715247347222,70.3423261130408,61.7553868150353,54.7585829788473,48.218734846743,43.9787998802782,41.2589683506536
A,Annual,AGO,Angola,IMF_FM_G_X_G01_GDP_PT,Expenditure (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,35.1862094612365,34.3386195050104,51.7724410684031,40.5683324399723,34.2868773465179,31.2230024515427,34.3999132251772,29.803171847662,26.526752551895,30.6039419212877,38.1285388028366,52.6660083922021,45.0070499614289,39.3944904247155,37.4018523039517,37.2088726147856,37.0495821091752,36.4567646409313,27.0511049345296,22.0431433638732,24.1027828947948,20.5787609504778,20.4029838850592,23.2767273859845,19.4765771444376,22.5466911963438,20.1202540467551,18.1076794150161,16.9615907608777,16.7916964825305,15.8796868236586,16.4431026063081,15.7316190866473
A,Annual,ALB,Albania,IMF_FM_GGR_G01_GDP_PT,Revenue (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,26.8257387216364,28.2660742945523,26.0659342525797,25.8478419376302,25.3229745746886,24.6738543944142,24.9920644419515,25.4342076756504,25.9280000001508,26.1298763056771,26.8422870004766,26.0929998381775,25.8665269020051,25.4069569375905,24.7885035955262,23.9774947570878,26.2716106661239,26.4399940291702,27.6418858310067,27.7560155142618,27.4565167792132,27.2089345713488,25.8527374987531,27.5271095415823,26.7866605391075,27.9186607378816,27.7173069824299,27.4347947541512,27.6387113037498,27.6550395473103,27.7058075619534,27.6899265600248
A,Annual,ALB,Albania,IMF_FM_GGXCNL_G01_GDP_PT,Net lending/borrowing (also referred as overall balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,-9.92555647572152,-8.84142794154297,-7.77206413242131,-6.8371659101154,-6.21161079411076,-5.00610911565439,-5.16274812625749,-3.45778795451933,-3.26321621612641,-3.17913685494512,-4.88419809059295,-6.58647823434474,-3.52012185890292,-3.5163119530813,-3.44060038285451,-5.21521888300839,-5.45754415474053,-4.31781063309822,-1.49758991353949,-1.40555402773302,-1.62035438461946,-1.86647399417587,-6.69974374102341,-4.59699343289885,-3.65824048709503,-1.13995670238852,-2.16343031123995,-2.57463502207112,-2.66741977757889,-2.57336820576843,-2.65244441409271,-2.6683254160214
A,Annual,ALB,Albania,IMF_FM_GGXONLB_G01_GDP_PT,Primary net lending/borrowing (also referred as primary balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,-0.862726117829144,-1.12854269790472,-1.87168595713437,-2.64521047882144,-2.1554859424706,-0.605626787793263,-1.30959877164611,-0.221017606461988,-0.398019567658744,-0.535072778704746,-1.98725563797202,-3.41311044681723,-0.163998619042318,-0.354522115180344,-0.327045622751409,-2.00534403469287,-2.58541149364558,-1.62361662849874,0.964855853009339,0.651897556880635,0.610519290354868,0.21064336188317,-4.61204486085114,-2.6671400638597,-1.80521407363815,0.925106183220555,0.356068863137172,-0.0030262793816481,0.0306904105111865,0.02799866964523,-0.024163550717159,-0.0400445526458502
A,Annual,ALB,Albania,IMF_FM_GGXWDN_G01_GDP_PT,Net debt (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,,,,,,,,,,,60.5772275898102,68.2463112084318,65.5362571111084,68.8016580563361,69.8461872789484,65.5052501710404,61.4806170279121,60.4959432927077,69.7443569945181,66.33640799297,59.119790809495,52.4816359482721,51.0494367797387,50.132480055545,49.3956367353503,48.6299986003473,47.9878224758336,48.6775466575799
A,Annual,ALB,Albania,IMF_FM_G_XWDG_G01_GDP_PT,Gross debt (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,71.1836832945552,68.1826419173379,63.7686835846188,60.6127819495433,64.0969155847757,60.2445615257151,57.4742708579674,58.2033589749684,56.6881062360714,53.5503032317783,55.139805550616,59.666482966937,57.7195522335942,59.4126264697376,62.144467068473,70.3910631410021,71.9922998320446,73.7163356031878,73.3244097512764,71.8947828706746,69.4720434786379,67.3676691092531,75.7723026888876,75.2177408639994,65.5455260546144,60.0193196268115,58.0217829919323,57.0243312183908,56.4732476832073,55.8272586040205,54.7339748317387,55.3198573578921
A,Annual,ALB,Albania,IMF_FM_G_X_G01_GDP_PT,Expenditure (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,36.751295197358,37.1075022360952,33.837998385001,32.6850078477456,31.5345853687993,29.6799635100686,30.154812568209,28.8919956301697,29.1912162162772,29.3090131606222,31.7264850910695,32.6794780725222,29.386648760908,28.9232688906718,28.2291039783807,29.1927136400962,31.7291548208644,30.7578046622685,29.1394757445461,29.1615695419949,29.0768711638326,29.0754085655247,32.5524812397765,32.1241029744812,30.4449010262025,29.0586174402702,29.8807372936698,30.0094297762223,30.3061310813287,30.2284077530787,30.3582519760461,30.3582519760462
A,Annual,AND,Andorra,IMF_FM_GGR_G01_GDP_PT,Revenue (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,25.977478958426,25.9799651678144,25.5450932105834,23.3052683428576,23.7532102695699,24.7739962039913,26.2688064106609,26.4061732237111,28.5009371204814,29.5140104459923,32.2816926877128,35.3226500665408,33.8049448680102,34.9823654214936,38.6357345280221,38.1902874785372,38.6007454365989,38.1502813186111,41.2699756642395,37.8774244869205,39.7311443754665,38.7583801214428,38.4696693672494,39.4343182762279,39.4649373451783,39.4880924264243,39.5612457300751,39.6292594502606
A,Annual,AND,Andorra,IMF_FM_GGXCNL_G01_GDP_PT,Net lending/borrowing (also referred as overall balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,0.977651404468788,1.76441960296107,1.85483838872519,-0.0814270898271459,-1.43597967101371,-2.82819790080235,-3.19171490180191,-3.50961629852846,-0.348652409589941,0.404676959366682,-1.65306515301086,3.36041142713367,2.14288902257288,1.65379691590012,4.06812432953998,3.3379636198301,2.67069666858697,2.30590929847219,-1.06570183675808,-1.16647376741872,4.84252423211591,2.23512234199699,2.28198696837833,2.6437350338041,2.65468994093746,2.57768801903172,2.50855324301286,2.63663519370212
A,Annual,AND,Andorra,IMF_FM_G_XWDG_G01_GDP_PT,Gross debt (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,15.2655922565293,15.1632743764606,15.1048435174582,14.7602405465823,17.164707291489,20.8721608715376,27.7485784760116,33.5116680026013,35.0196556136663,36.4925092627396,41.5323246771562,42.5328753108703,42.0247777836431,40.9554943110188,39.7728575468309,37.8535711058228,36.3442888227588,35.3652046181903,46.3527571125483,48.6141794469525,38.9147417539116,36.4202054790483,34.7270061222284,33.3983465530554,32.3376890639089,31.3218959957383,30.8356142817483,30.3440401878815
A,Annual,AND,Andorra,IMF_FM_G_X_G01_GDP_PT,Expenditure (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,,,24.9998275539572,24.2155455648534,23.6902548218582,23.3866954326847,25.1891899405836,27.6021941047937,29.4605213124628,29.9157895222395,28.8495895300714,29.1093334866256,33.9347578407237,31.9622386394071,31.6620558454373,33.3285685055935,34.5676101984821,34.8523238587071,35.930048768012,35.8443720201389,42.3356775009976,39.0438982543392,34.8886201433506,36.5232577794458,36.1876823988711,36.7905832424238,36.8102474042409,36.9104044073926,37.0526924870623,36.9926242565585
A,Annual,ARE,United Arab Emirates,IMF_FM_GGR_G01_GDP_PT,Revenue (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,39.8537347003666,32.9015411370732,28.6055957863441,28.3441435055928,29.7266667636325,28.5208206316513,29.2730989208183,26.8390588364001,25.5861975863707,32.448568422655,26.4337790698043,20.0949178363401,22.4015996665222,24.1091011048042,31.7309406559428,35.7772556191561,34.782790888977,39.588661035792,28.8703432183069,31.6455715927186,35.458972542531,37.1530990962562,37.7438846639569,34.0388143299723,20.6834284803186,29.7233401458893,27.9717979927882,30.4612133687264,31.0391390638721,28.6624582897989,30.4227687589389,32.8243784978389,32.1960029626174,31.1558482306156,30.7235244436507,30.3561679133088,29.9444536951513,29.6108641840948,29.3005373381029
A,Annual,ARE,United Arab Emirates,IMF_FM_GGXCNL_G01_GDP_PT,Net lending/borrowing (also referred as overall balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,3.33721759818542,-2.88574783524592,-1.7836441879362,3.58260364924912,0.91673171475018,6.71135550233923,0.995933004949332,1.30605227757555,10.6603575749203,1.20532094469928,-1.23783931707939,2.35160596083163,6.40020821226535,15.9871440400552,20.1500289450359,17.1259310720628,17.6379329003646,-6.12663417848479,0.531696288682324,5.16595095650255,8.77093692209524,8.18284761843873,1.78883924989479,-6.55507979495513,-3.05130545424714,-0.164332734441315,3.76950580084535,2.59018122720448,-2.46828920302999,4.0326423831512,9.88866430644171,6.25046481661276,4.52660764485488,4.01486077524324,3.73519784877636,3.51729659330963,3.32693436403809,3.12005977278325
A,Annual,ARE,United Arab Emirates,IMF_FM_GGXONLB_G01_GDP_PT,Primary net lending/borrowing (also referred as primary balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,3.60011595880098,-2.8699076300894,-1.78293956087572,3.58620197732355,0.923693204002223,6.71195525705888,0.997147443491455,1.30722479284783,10.7279292179592,1.29819360273891,-1.20983933113755,2.35626697508901,6.45592969055611,16.0241341786535,20.1514330085266,17.1328371696081,17.6709660486803,-5.9498154147511,0.846790599921716,5.34452378510865,9.07676443510178,8.58484196192082,2.05677188220985,-6.3498679476852,-2.90461920613307,-0.0300622003153764,4.00308411176793,2.8854915686443,-2.17007297296469,4.33403509200397,10.3993041290577,6.89882908237489,5.20071595826068,4.69968333016571,4.45037781259299,4.19770133879778,4.00205907125606,3.78821160698649
A,Annual,ARE,United Arab Emirates,IMF_FM_G_XWDG_G01_GDP_PT,Gross debt (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,,,,,,,3.11989136849138,2.68968256546904,3.42714807882089,3.33199620214886,4.08008122626697,4.48152159785759,5.05165475943646,8.89166510266095,8.9494418768161,21.1361113492853,18.7985623306036,20.8623486784217,20.6572205426242,15.6111138422402,13.818650583317,16.1044595377311,19.2670495279883,21.8635600098454,21.3291891227321,26.8010743987642,41.0858143361495,35.8851537876201,31.08212281738,30.8582659479582,30.2706160947549,30.318918607927,30.0956431329053,29.7463852711681,29.3013565742814,28.7960915467852
A,Annual,ARE,United Arab Emirates,IMF_FM_G_X_G01_GDP_PT,Expenditure (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,29.5643235388878,31.49134362159,30.127787693529,26.1440631143834,27.6040889169011,22.5617434184791,25.8431258314508,24.2801453087951,21.7882108477347,25.228458125105,21.3327571534195,20.0499937056906,17.7088928925388,15.7437966158876,15.6272266741202,17.6568598169142,21.9507281354274,34.9969773967916,31.1138753040363,30.2930215860285,28.382162174161,29.5610370455182,32.2499750800775,27.2385082752737,32.7746456001364,28.1361307272295,26.691707567881,28.4489578366676,31.1307474928289,26.3901263757877,22.9357141913972,25.9455381460047,26.6292405857607,26.7086636684074,26.6209700645324,26.4271571018416,26.2839298200567,26.1804775653197
A,Annual,ARG,Argentina,IMF_FM_GGCBP_G01_PGDP_PT,Cyclically adjusted primary balance (% of potential GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,-0.209717811106806,0.54676416289975,-0.512652250818826,-0.388786430061893,-0.704811013780737,-1.27182474397702,-0.503141240747031,-1.33590799418085,2.39483994368479,4.38180927323474,5.565271296897,5.04149360442303,2.87853478823852,1.31729029083307,0.796139004947327,1.57849309620916,-0.472855319810197,-2.55292654163421,-1.62081574863767,-2.99471906855389,-2.69574018634455,-4.61254803011601,-4.12380658733356,-4.68359265068872,-1.813395723228,0.501082891207684,-2.76326777166725,-1.745823532283,-2.33488100216194,-1.70142978037401,3.99030431047746,4.1537724235507,3.89265241354535,3.62345348688031,3.58485274432548,3.74810542187318
A,Annual,ARG,Argentina,IMF_FM_GGCB_G01_PGDP_PT,Cyclically adjusted balance (% of potential GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,-1.67425797744254,-1.09415242619116,-2.37313666650297,-2.61135744133213,-3.26814241018709,-4.49383828001964,-4.36531812693953,-5.58424100174467,0.416208903122006,2.68940581863152,4.33326171805498,3.22146965218662,1.21550068250944,-0.556217728177924,-0.769935262866896,0.320068044979033,-1.32705845631627,-3.74450747756926,-2.93981835119596,-3.61477398731057,-3.43193196811974,-6.20364557020226,-5.98502271432416,-7.1794795000339,-4.9706159183602,-3.42873545286438,-4.98864823956883,-3.51181899055968,-4.48790832992438,-4.08566720719745,1.92678019909018,2.01312297506794,0.361155991026841,1.44212028668366,1.47546856930774,1.87874895584236
A,Annual,ARG,Argentina,IMF_FM_GGR_G01_GDP_PT,Revenue (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,21.6877682158179,20.7878379824352,19.876168061473,20.7481760175375,21.3029751723852,21.7662015005844,21.8304865930243,21.0683528924309,19.9429042504667,23.5260337119557,26.9964271111493,27.7661831487023,28.2667320944657,30.3075626431102,31.1143206423726,32.6943915207042,31.9646139640949,32.156252078187,33.8033675409178,34.3491050276952,34.6005024137508,35.3657720193376,34.8673516945,34.4281128896211,33.5080628098745,33.6842999568783,33.8051683819823,33.4583727445778,33.9599537962581,32.1913164584446,34.5497309624901,34.8731536846657,34.6816411241169,34.7965593025037,34.8743069645995,35.0619531436093
A,Annual,ARG,Argentina,IMF_FM_GGXCNL_G01_GDP_PT,Net lending/borrowing (also referred as overall balance) (% of GDP),PT_GDP,Percentage of GDP,IMF_FM,Fiscal Monitor (FM),0,Units,A,Normal value,PU,Public,,,,-1.24980235536405,-2.07460616122982,-2.81061043187092,-1.83762135499995,-1.82743435902943,-3.7050861235611,-3.41675118250397,-5.36414634431816,-1.91014990213182,1.50014608070146,3.96689502983894,3.34062302319346,1.65007027501854,0.756974472382671,0.351972891914479,-1.83004440637199,-1.39345466355708,-2.74564845953819,-3.01805560014323,-3.25382842728551,-4.2524290852903,-6.00055803090057,-6.65466898257521,-6.69334113157833,-5.44114523017028,-4.44475766751875,-8.67407139301434,-4.32106511797535,-3.85377206768506,-4.2462430679076,0.009095099699243,0.661504110226481,-0.422487681762491,1.1790422347271,1.47517271663286,1.878051933819
